Address Line 1,Address Line 2,Area Manager,Breakfast,Cakes,City,Concept,Core Menu,Country,DMA Code,DMA Name,District Code,District Name,Drive-thru,Escalation 1,Escalation 2,Franchisee Email,Franchisee Name,Franchisee Phone,Last Modernization Date,Open Date,Region Code,Region Name,Store Email,Store Name,Store Number,Store Phone,Temp Closed,Venue Type,ZIP
"Avenida Tlahuac #4409, Iztapalapa, Lomas Estrella 1ra Sección",,tgarcia@hdgmx.com,N,N,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2016-06-26,2016-06-26,MEX,Mexico,dqlomasestrella@hdgmx.com,LOMAS ESTRELLA,44550,0115591309937,N,Mall - In-line,09890
"PLAZA SENDERO, LOCAL D7 - AVE. DE LAS INDUSTRIAS ESQ. AV. VICTOR HUGO, COMPLEJO INDUSTRIAL CHIHUAHUA",,,N,N,CHIHUAHUA,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX05,Delinort,N,,dqdianaparedes@gmail.com,carloslegarreta@dqchih.com,Delinort S A De C V,011526142351303,2016-08-17,2016-08-17,MEX,Mexico,dqluiscabrera@gmail.com,PLAZA SENDERO,44557,0116142355235,N,Mall - In-line,31136
Av. Miguel Alemán #200. Col. Talaverna.,,Mauriciom@leva.mx,N,N,Monterrey,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,N,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2016-07-07,2016-07-07,MEX,Mexico,dqpaseolafe@levaunidad.mx,PASEO LA FE,44573,,N,Mall - In-line,66470
Av. Revolución 99 Col. El Sol. Plaza Patio Local E-4 C.P,,mrodriguez@ggef.mx,N,N,QUERETARO,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2016-10-03,2016-10-03,MEX,Mexico,asandoval@ggef.mx,PATIO,44616,011526622566334,N,Mall - In-line,76114
AV MA AHUMADA DE GOMEZ 239 LA FRONTERA VILLA DE ALVAREZ,,edgar.deluna@operadora-colima.com,N,N,COLIMA,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX10,Franquicias Del Puerto S.A. DE C.V.,Y,,jesus.orozco@operadora-colima.com,juan.orozco@operadora-colima.com,Franquicias Del Puerto S.A. DE C.V.,0115213121395022,2016-11-29,2016-11-29,MEX,Mexico,dq.villa@operadora-colima.com,LA VILLA,44617,011523123114141,N,Free-Standing,28970
"Av. Revolución No.1817, Local SC 03, Col. San Ángel, Entre Calle Cuauhtémoc y Calle Altamirano",,jcruz@hdgmx.com,N,N,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2016-10-15,2016-10-15,MEX,Mexico,dqpatiorev@hdgmx.com,PATIO REVOLUCION,44622,011115219933998032,N,Mall - In-line,01000
"Corredor Tijuana Rosarito 2000, en la Plaza Sendero Tijuana, Local 04 Bloque E",,mgonzalez@ggef.mx,N,N,Tijuana,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2016-11-08,2016-11-08,MEX,Mexico,lgonzalez@ggef.mx,SENDERO,44697,011526622566334,N,Mall - In-line,22245
Av. Miguel Alemán #200. Col. Talaverna,,Mauriciom@leva.mx,N,N,Monterrey,Dairy Queen Express,DQ Express,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,N,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2016-12-11,2016-12-11,MEX,Mexico,dqpaseoexpress@levaunidad.mx,PASE LA FE 2,44750,01122706807,N,Mall - Kiosk,66470
"Calle 97A #302 X 16 Y 16A Col. Ampliación Salvador Alvarado Sur, Frente a Deportivo Kukulkan. CP 97196. Mérida, Yucatán",,jorge.bustillos@rmglobalgroup.com.mx,N,N,MERIDA,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX15,RM Global,Y,adrian.ramirez@rmglobalgroup.com.mx,daniel.bobadilla@rmglobalgroup.com.mx,ruben.bobadilla@rmglobalgroup.com.mx,RM Global Group S.A De C.V.,0115219999699621,2017-04-08,2017-04-08,MEX,Mexico,dq.kukulcan@rmglobalgroup.com.mx,KUKULCAN,44784,011529833860,N,Free-Standing,97196
"Boulevard Adolfo López Mateos # 201-E esquina Calle Oaxaca, Colonia Unidad Nacional",,areli@grupokuale.com.mx,N,N,Madero,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX09,Helados Mafis,N,marco@grupokuale.com.mx,manuelr@grupokuale.com.mx,gda@grupokuale.com.mx,Helados Mafis S A De C V,0115218331102412,2017-03-07,2017-03-07,MEX,Mexico,dqmadero@gmail.com,HEB MADERO,44785,011528331260465,N,Strip Center,89410
"Plaza Aires, Local 101, Blvd Mijares S/n, col Centro, San José del Cabo BCS CP",,dqcabo@hotmail.com,N,N,SAN JOSE DEL CABO,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX02,DQ Cabo,N,,,michaelhgordon1@aol.com,DQ Cabo S. De R.L. De C.V.,0115216241475458,2017-02-28,2017-02-28,MEX,Mexico,sandraespinolopez39@gmail.com,AIRES,44802,0116241420196,N,Strip Center,23400
Calle Heriberto Castillo 1250 col. Privadas de las Villas,,Joanacalzada@leva.mx,N,N,MONTERREY,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,N,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2017-03-15,2017-03-15,MEX,Mexico,dqgarcia@levaunidad.mx,GARCIA,44813,0118121260026,N,Strip Center,66000
"Pza Caracol Local 12AA,  Av. Francisco Medina Ascencio  Km 2.5",,alejandro.ortega@dequ.mx,N,N,Vallarta,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX06,Dequ,N,ismael.torres@dequ.mx,javasmm@yahoo.com.mx,santiago.ochoa@dequ.mx,Dequ S A De C V,0115213316996768,2017-04-28,2017-04-28,MEX,Mexico,dqcaracol@gmail.com,CARACOL,44833,0113222935619,N,Mall - In-line,48333
"Privada los Tules 168, local 6, esq Francisco Villa , Colonia Jardines de las Gaviotas",,alejandro.ortega@dequ.mx,N,N,Vallarta,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX06,Dequ,N,ismael.torres@dequ.mx,javasmm@yahoo.com.mx,santiago.ochoa@dequ.mx,Dequ S A De C V,0115213316996768,2017-06-05,2017-06-05,MEX,Mexico,dqgaviotas@gmail.com,GAVIOTAS,44834,0113222240923,N,Mall - In-line,48328
Kiosko Comercial KKK08 Av. Revolución No. 1267 Col. Los Alpes. Entre Alpes y Condor Del. Alvaro Obregon,,lmartinez@hdgmx.com,N,N,MEXICO CITY,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2017-05-15,2017-05-15,MEX,Mexico,dqsanangel@hdgmx.com,PORTAL SAN ANGEL,44838,0115291357471,N,Mall - Kiosk,01040
"Avenida Xcaret Super Manzana 35, Manzana 1, Lote 2 CP 7705. Cancun, Quinta Roo",,,N,N,Cancun,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX16,Operadora De Franquicias,Y,moisesmo@dairyqueenqr.com.mx,ricardobenitez@ofp.com.mx,limonandres@gmail.com,Operadora De Franquicias De La Peninsula,01152228243419,2023-07-28,2017-09-18,MEX,Mexico,dqxcaret@dairyqueenqr.com.mx,XCARET,44865,0119982177610,N,Free-Standing,77500
"Centro Comercial Mundo E Local G48A Perif. Blvd. Manuel Ávila Camacho 1007, Hab Jardines de Santa Mónica, Tlalnepantla",,fmontalvo@hdgmx.com,N,N,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2017-08-19,2017-08-19,MEX,Mexico,dqmundoe@hdgmx.com,MUNDO E,44882,0115550845089,N,Mall - In-line,54050
"Plaza Ambar Fashion Mall Local 1N-B10, Blvd. Dr. Belisario Dominguez ó Carret. Panamericana Km. 1080 Entre Doctorado y Arboledas Tuxtla Gutiérrez, Chis. C.P. 29059",,,N,N,TUXTLA,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,selenef@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2017-08-31,2017-08-31,MEX,Mexico,dqambar@hdgmx.com,PLAZA AMBAR,44883,011529616882265,N,Mall - In-line,29059
CALLE LAURELES Y GONGORA No. 65 Col. CENTRO,,dqoperacionestepic@gmail.com,N,N,Tepic,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX06,Dequ,Y,rodrigo.martinez@dequ.mx,javasmm@yahoo.com.mx,santiago.ochoa@dequ.mx,Dequ S A De C V,0115213316996768,2017-07-21,2017-07-21,MEX,Mexico,dqtepic2@gmail.com,INSURGENTES,44884,0113310962258,N,Free-Standing,63000
"Boulevard Allende # 204, Zona Centro",,areli@grupokuale.com.mx,N,N,Altamira,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX09,Helados Mafis,N,marco@grupokuale.com.mx,manuelr@grupokuale.com.mx,gda@grupokuale.com.mx,Helados Mafis S A De C V,0115218331102412,2017-10-20,2017-10-20,MEX,Mexico,dqaltamira@gmail.com,ALTAMIRA,44888,011528332642643,N,Strip Center,89600
"Centro Comercial Puerta La Victoria, Local FC-12, Avenida Constituyentes Ote. 40 S/N zona dos extendida, Col. Villas del Sol",,krazo@ggef.mx,N,N,Queretaro,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2017-12-23,2017-12-23,MEX,Mexico,kocana@ggef.mx,PUERTA VICTORIA,44905,011526622566334,N,Mall - Food Court,76040
"Centro comercial construplaza - Vialidad Río de las Avenidas 132, Lomas residencial de Pachuca",,,N,N,Pachuca,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX12,Organizacion Rodper,Y,,direccion.operativa.dq@madapal.com,alberto.rodriguez@madapal.com,Organizacion Rodper Sa De Cv,0115214441880971,2017-08-04,2017-08-04,MEX,Mexico,dairyqueen.construplaza@madapal.com,CONSTRUPLAZA,44911,0117717189105,N,Free-Standing,42094
"Alma schillerde de z, y av, benjamin hill 5720 col. infonavit barrancos.",,lizbethluna278@gmail.com,N,N,Culiacan,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX01,Alimentos Selectos,Y,heronernestos@gmail.com,,direcciondq@gmail.com,Alimentos Selectos Congelados S A De C V,0115216677517193,2017-07-26,2017-07-26,MEX,Mexico,barrancosdq@gmail.com,BARRANCOS,44915,0116677211690,N,Free-Standing,80190
"Plaza Pajarita Tijuana local  C-76, Calle Oriente 7002, Santa Fe",,bflores@ggef.mx,N,N,Tijuana,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2017-09-29,2017-09-29,MEX,Mexico,vlujan@ggef.mx,PAJARITAS,44988,011526622566334,N,Strip Center,22420
Centro comercial The Market Place. Avenida de las Torres esquina con calle Ramacoi. PAD FS-3,,eamaya@ggef.mx,N,N,Ciudad Juarez,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2017-11-27,2017-11-27,MEX,Mexico,mahernandez@ggef.mx,MARKET PLACE,45034,011526622566334,N,Free-Standing,32698
Calle Miguel Hidalgo 304 col. Centro cp 78700.  Entre Jaime Nuño y niño Artillero,,,N,N,Matehuala,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX12,Organizacion Rodper,N,,direccion.operativa.dq@madapal.com,alberto.rodriguez@madapal.com,Organizacion Rodper Sa De Cv,0115214441880971,2018-02-02,2018-02-02,MEX,Mexico,dairyqueen.matehuala@madapal.com,MATEHUALA,45035,011524448250001,N,Strip Center,78700
"Altama City Center - Av. Ejercito Mexicano # 706 Modulo K-01, Col. Primavera",,areli@grupokuale.com.mx,N,N,Tampico,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX09,Helados Mafis,N,marco@grupokuale.com.mx,manuelr@grupokuale.com.mx,gda@grupokuale.com.mx,Helados Mafis S A De C V,0115218331102412,2017-12-29,2017-12-29,MEX,Mexico,dqaltama@gmail.com,ALTAMA,45064,011528336883805,N,Mall - Kiosk,89130
"Calle Juárez No. 531 entre Zaragoza y Lerdo de Tejada, Col. Centro C.P. 86000Centro, Villahermosa",,,N,N,Villahermosa,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,selenef@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2017-12-21,2017-12-21,MEX,Mexico,dqjuarez@hdgmx.com,JUAREZ,45066,0115219931312304,N,Strip Center,86000
Plaza Gran Patio Zaragoza local fca-13 Blvd Zaragoza #6880,,eamaya@ggef.mx,N,N,Ciudad Juarez,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2017-12-07,2017-12-07,MEX,Mexico,dcisneros@ggef.mx,GRAN PATIO ZARAGOZA,45073,011526622566334,N,Mall - Food Court,32680
Independencia 1291 Esq. Aquiles Serdán Col. Centro,,rafaelgalan@heladosinternacionales.com,N,N,Veracruz,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX08,Helados Internacionales,N,omarhernandez@heladosinternacionales.com,,juliomarquinez@grupoxalapa.com,Helados Internacionales S A De C V,0115212281048181,2024-09-10,2017-12-27,MEX,Mexico,DQindependencia@heladosinternacionales.com,CENTRO,45075,011522293752484,N,HIgh Street,91700
Juan de la Luz Enriquez No. 1. Esq. Revolución. Col. Centro,,veronicadiaz@heladosinternacionales.com,N,N,Xalapa,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX08,Helados Internacionales,N,omarhernandez@heladosinternacionales.com,,juliomarquinez@grupoxalapa.com,Helados Internacionales S A De C V,0115212281048181,2017-12-20,2017-12-20,MEX,Mexico,dqcatedral@heladosinternacionales.com,CENTRO,45076,011522288187033,N,Mall - Kiosk,91000
"Blvd. Rogelio Cantú Gómez #1000 Las Lajas, Las Colinas Residencial, San Jerónimo.",,Joanacalzada@leva.mx,N,N,Monterrey,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,Y,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2017-12-24,2017-12-24,MEX,Mexico,dqsanjeronimo@levaunidad.mx,SAN JERONIMO,45095,011528124726301,N,Free-Standing,64638
"Morelos Oriente 101 Col. Centro Monterrey, Nuevo León, Interplaza Shoptown Local #151",,Christian.lopez@leva.mx,N,N,Monterrey,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,N,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2018-01-25,2018-01-25,MEX,Mexico,dqmorelos@levaunidad.mx,MORELOS INTERPLAZA,45112,0115218183428326,N,Mall - In-line,64000
"Blvd. Jose Musa de Leon #1115, Col. Los Pinos",,,N,N,Saltillo,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX14,Helados Game,N,dqsaltillo.gerenciagral@gmail.com,,alilu.med@gmail.com,Helados Game S.A. De C.V.,8444853672,2024-01-01,2018-02-15,MEX,Mexico,dqsaltillo.uane@gmail.com,UANE,45113,0118444306676,N,Free-Standing,25198
"Abolición de la esclavitud # 15104 -10, col. Quintas Sebastián",,,N,N,Chihuahua,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX05,Delinort,N,,dqdianaparedes@gmail.com,carloslegarreta@dqchih.com,Delinort S A De C V,011526142351303,2018-02-14,2018-02-14,MEX,Mexico,dqpaluiscabrera2@gmail.com,LAS ARTES,45125,0115216142351303,N,Strip Center,31125
"Av. Venustiano Carranza 1935, Local A y B, Col. Jardín",,,N,N,San Luis Potosi,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX12,Organizacion Rodper,Y,,direccion.operativa.dq@madapal.com,alberto.rodriguez@madapal.com,Organizacion Rodper Sa De Cv,0115214441880971,2018-10-06,2018-10-06,MEX,Mexico,dairyqueen.carranza@madapal.com,CARRANZA,45133,0114448337456,N,Free-Standing,78270
"Calle Insurgentes Sur #4177, Local SB-19 Col. Santa Ursula Xitla, Del. Tlalpan",,tgarcia@hdgmx.com,N,N,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2018-06-20,2018-06-20,MEX,Mexico,dqpatiotlal@hdgmx.com,PATIO TLALPAN,45166,0115551606772,N,Mall - In-line,14420
Carretera Internacional 15 Ciudad Obregón - Navojoa S/N CP. 85065 Local F-03 PLAZA SENDERO,,lpadilla@ggef.mx,N,N,Cd Obregon,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2018-05-22,2018-05-22,MEX,Mexico,nborquez@ggef.mx,SENDERO,45174,011526622566334,N,Mall - In-line,85065
"Centro Comercial Platino Center Local: PB-04 Prolongación 14 Sur #4302 Colonia, San Manuel",,ssanchez@ggef.mx,N,N,Puebla,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2018-06-14,2018-06-14,MEX,Mexico,ahernandezl@ggef.mx,PLATINO CENTER,45179,011526622566334,N,Mall - In-line,72570
Paseo Opera no.11 Distrito Sonata Lomas de Angelopolis 2. San Andrés Cholula,,ssanchez@ggef.mx,N,N,Puebla,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2018-05-28,2018-05-28,MEX,Mexico,vjherrera@ggef.mx,ADAGIO,45180,011526622566334,N,Mall - Kiosk,72830
Plaza Pabellón - Av. Acueducto No.2380 F4 Col. Colinas de San Javier,,rodrigo.martinez@dequ.mx,N,N,Guadalajara,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX06,Dequ,N,,javasmm@yahoo.com.mx,santiago.ochoa@dequ.mx,Dequ S A De C V,0115213316996768,2018-05-05,2018-05-05,MEX,Mexico,dqpabellon@gmail.com,PABELLON,45190,,N,Mall - Food Court,44666
Av. Adolfo Lopez Mateos # 5466 Local 17 Col. Residencial Las Arboledas,,daniel.balandran@dequ.mx,N,N,Guadalajara,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX06,Dequ,Y,,javasmm@yahoo.com.mx,santiago.ochoa@dequ.mx,Dequ S A De C V,0115213316996768,2018-06-15,2018-06-15,MEX,Mexico,dqaaguilas@gmail.com,AGUILAS,45223,0113316996728,N,Free-Standing,44980
"BLVD. MIGUEL DE LA MADRID 1580, PLAZA SALAGUA LOCAL ISLA F SOLEARES, GARZAS GAVIOTAS",,edgar.deluna@operadora-colima.com,N,N,MANZANILLO,Dairy Queen Express,DQ Express,Mexico,2000,INTERNATIONAL ADI,MX10,Franquicias Del Puerto S.A. DE C.V.,N,,jesus.orozco@operadora-colima.com,juan.orozco@operadora-colima.com,Franquicias Del Puerto S.A. DE C.V.,0115213121395022,2018-08-31,2018-08-31,MEX,Mexico,dq.soriana@operadora-colima.com,SORIANA,45240,0113121103039,N,Mall - Kiosk,28219
"Centro Comercial Parque Las Antenas, Loc. L243, Periferico 3278 Col. La Esperanza del Iztapalapa",,tgarcia@hdgmx.com,N,N,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2018-08-06,2018-08-06,MEX,Mexico,dqantenas@hdgmx.com,LAS ANTENAS,45282,0115551618202,N,Mall - In-line,09910
"Local A-12, Plaza Sendero. Av. Lázaro Cardenas Esq. Anillo Periférico",,ynunez@ggef.mx,N,N,Mexicali,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2018-09-12,2018-09-12,MEX,Mexico,gvidal@ggef.mx,SENDERO,45295,011526622566334,N,Mall - In-line,21395
"Locales B-59,60, Plaza Paseo Durango. Blvd. Felipe Pescador #1401, Col. La Esperanza",,jcampo@ggef.mx ,N,N,Durango,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2018-09-21,2018-09-21,MEX,Mexico,mdelacruz@ggef.mx,PASEO DURANGO,45296,011526622566334,N,Mall - In-line,34080
Local A-034 Macroplaza del Valle. Blvd. Lazaro Cardenas #2200 Col.  El Porvenir,,blizarraga@ggef.mx,N,N,Mexicali,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2018-10-24,2018-10-24,MEX,Mexico,arivera@ggef.mx,MACRO PLAZA DEL VALLE,45337,011526622566334,N,Mall - In-line,21220
"Local #23 Centro Comercial Alameda Otay Towncenter. Calle G. Lazaro Cárdenas, Colonia la Pechuga Mesa de Otay",,vambriz@ggef.mx,N,N,Tijuana,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2018-09-29,2018-09-29,MEX,Mexico,dmagos@ggef.mx,ALAMEDA OTAY,45338,011526622566334,N,Open Air/Lifestyle,22390
"Av Paseo Tabasco esq. Rosendo Taracena s/n, Fracc. Oropeza, Plaza Bugambilia,",,,N,N,Villahermosa,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,selenef@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2018-12-23,2018-12-23,MEX,Mexico,dqbugambilia@hdgmx.com,BUGAMBILIA,45339,0115219933160314,N,Strip Center,86030
"Blvd. Manuel Ávila Camacho No. 2610 Mz-40,  Col. Valle de los Pinos, Tlalnepantla de Baz, Edo. México. C.P. 54040. Local 1N-13",,fmontalvo@hdgmx.com,N,N,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2018-10-09,2018-10-09,MEX,Mexico,DQsentura@hdgmx.com,SENTURA,45340,0115215550682734,N,Mall - In-line,54040
"Plaza Patio Los Cabos, No. de local: G23 Carretera a Todos Santos km 2404, Col. Brisas del Pacifico CP",,dqcabo@hotmail.com,N,N,Cabo San Lucas,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX02,DQ Cabo,N,,,michaelhgordon1@aol.com,DQ Cabo S. De R.L. De C.V.,0115216241475458,2018-12-12,2018-12-12,MEX,Mexico,dqcabo2@hotmail.com,PLAZA PATIO,45347,01162474329,N,Strip Center,23473
"Avenida Carlos Castillo Peraza Super Manzana 523, Plaza Torrecilla",,,N,N,Cancun,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX16,Operadora De Franquicias,Y,moisesmo@dairyqueenqr.com.mx,ricardobenitez@ofp.com.mx,limonandres@gmail.com,Operadora De Franquicias De La Peninsula,01152228243419,2024-01-30,2018-11-27,MEX,Mexico,Dqtorrecillas@dairyqueenqr.com.mx,TORRENCILLAS,45361,0115219982177218,N,Strip Center,77533
Carretera Panamericana esquina ejército nacional #2250 Fraccionamiento Pradera Dorada,,eamaya@ggef.mx,N,N,Ciudad Juarez,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2018-09-30,2018-09-30,MEX,Mexico,erodriguezm@ggef.mx,PANAMERICANA,45398,011526622566334,N,Free-Standing,32618
"Parque Kataplum, Periférico #3278, Col. La Esperanza. Delegación Iztapalapa. CDMX CP 09910, Local KC1",,tgarcia@hdgmx.com,N,N,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2018-11-17,2018-11-17,MEX,Mexico,DQkataplum@hdgmx.com,KATAPLUM,45427,0115215550884276,N,Entertainment,09910
